code,id,market,flag
603050,1,SH,True
603049,1,SH,True
603048,1,SH,True
603045,1,SH,True
603043,1,SH,True
603042,1,SH,True
603041,1,SH,True
603040,1,SH,True
603039,1,SH,True
603038,1,SH,True
603037,1,SH,True
603036,1,SH,True
603035,1,SH,True
603033,1,SH,True
603032,1,SH,True
603031,1,SH,True
603030,1,SH,True
603029,1,SH,True
603028,1,SH,True
603027,1,SH,True
603026,1,SH,True
603025,1,SH,True
603023,1,SH,True
603022,1,SH,True
603021,1,SH,True
603020,1,SH,True
603019,1,SH,True
603018,1,SH,True
603017,1,SH,True
603016,1,SH,True
603015,1,SH,True
603014,1,SH,True
603013,1,SH,True
603012,1,SH,True
603011,1,SH,True
603010,1,SH,True
603009,1,SH,True
603008,1,SH,True
603007,1,SH,True
603006,1,SH,True
603005,1,SH,True
603004,1,SH,True
603003,1,SH,True
603002,1,SH,True
603001,1,SH,True
603000,1,SH,True
601999,1,SH,True
601998,1,SH,True
601997,1,SH,True
601996,1,SH,True
601995,1,SH,True
601992,1,SH,True
601991,1,SH,True
601990,1,SH,True
601989,1,SH,True
601988,1,SH,True
601985,1,SH,True
601975,1,SH,True
601969,1,SH,True
601968,1,SH,True
601966,1,SH,True
601965,1,SH,True
601963,1,SH,True
601958,1,SH,True
601956,1,SH,True
601952,1,SH,True
601949,1,SH,True
601939,1,SH,True
601933,1,SH,True
601929,1,SH,True
601928,1,SH,True
601921,1,SH,True
601919,1,SH,True
601918,1,SH,True
601916,1,SH,True
601908,1,SH,True
601901,1,SH,True
601900,1,SH,True
601899,1,SH,True
601898,1,SH,True
601890,1,SH,True
601888,1,SH,True
601886,1,SH,True
601882,1,SH,True
601881,1,SH,True
601880,1,SH,True
601878,1,SH,True
601877,1,SH,True
601872,1,SH,True
601869,1,SH,True
601868,1,SH,True
601866,1,SH,True
601865,1,SH,True
601860,1,SH,True
601858,1,SH,True
601857,1,SH,True
601838,1,SH,True
601828,1,SH,True
601827,1,SH,True
601825,1,SH,True
601818,1,SH,True
601816,1,SH,True
601811,1,SH,True
601808,1,SH,True
601801,1,SH,True
601800,1,SH,True
601799,1,SH,True
601798,1,SH,True
601789,1,SH,True
601788,1,SH,True
601778,1,SH,True
601777,1,SH,True
601766,1,SH,True
601728,1,SH,True
601727,1,SH,True
601718,1,SH,True
601717,1,SH,True
601702,1,SH,True
601700,1,SH,True
601699,1,SH,True
601698,1,SH,True
601696,1,SH,True
601689,1,SH,True
601688,1,SH,True
601686,1,SH,True
601678,1,SH,True
